stepno, U, F, Uorb(top), Uorb(bot), Tuab(top), Taub(bot)
248, 1.429115e+00, 1.431691e+04, 1.365147e-03, 7.236827e-82, 9.746749e-05, 2.616101e-161
249, 1.964636e+00, 1.431691e+04, 1.938129e-02, 1.271537e-50, 1.441118e-02, 8.076365e-99
250, 1.904632e+00, 1.431690e+04, 1.627857e-02, 5.737115e-53, 1.158716e-02, 1.644164e-103
251, 1.058284e+00, 1.431690e+04, 5.898038e-05, 4.900102e-133, 2.612304e-06, 1.199412e-263
252, 1.041732e+00, 1.431690e+04, 4.635339e-05, 1.395492e-136, 2.470060e-06, 9.727759e-271
253, 7.257879e-01, 1.431690e+04, 1.718715e-08, 6.423003e-255, 1.146836e-06, 0.000000e+00
254, 2.407693e-01, 1.431690e+04, 5.411610e-59, 0.000000e+00, 1.261997e-07, 0.000000e+00
255, 8.078088e-01, 1.431690e+04, 3.141852e-07, 4.964017e-211, 1.420564e-06, 0.000000e+00
256, 1.184310e+00, 1.431690e+04, 4.452448e-04, 1.588198e-110, 1.299218e-05, 1.259992e-218
257, 5.828099e-01, 1.431690e+04, 5.196011e-11, 0.000000e+00, 7.533332e-07, 0.000000e+00
258, 1.647048e+00, 1.431689e+04, 1.113356e-02, 8.789599e-66, 6.195525e-03, 3.859192e-129
259, 4.954647e-01, 1.431689e+04, 3.472890e-13, 0.000000e+00, 5.546015e-07, 0.000000e+00
260, 1.180067e+00, 1.431689e+04, 5.862191e-05, 3.571168e-111, 3.100388e-06, 6.370576e-220
261, 9.638633e-01, 1.431689e+04, 2.162593e-06, 1.153345e-155, 1.964043e-06, 6.644721e-309
262, 8.261100e-01, 1.431689e+04, 8.841921e-08, 6.196437e-203, 1.451415e-06, 0.000000e+00
263, 1.028659e+00, 1.431689e+04, 1.665775e-05, 1.695407e-139, 2.281162e-06, 1.435840e-276
264, 1.514514e+00, 1.431689e+04, 2.827232e-03, 8.475179e-75, 4.041300e-04, 3.588029e-147
265, 1.555673e+00, 1.431689e+04, 3.986872e-03, 9.034618e-72, 7.990382e-04, 4.077348e-141
266, 1.820590e+00, 1.431688e+04, 1.379397e-02, 1.309296e-56, 9.509249e-03, 8.563157e-111
267, 3.524933e-01, 1.431688e+04, 7.939084e-27, 0.000000e+00, 2.744210e-07, 0.000000e+00
268, 8.847429e-01, 1.431688e+04, 6.932367e-08, 3.343191e-180, 1.623927e-06, 0.000000e+00
269, 7.844891e-01, 1.431688e+04, 7.462607e-09, 3.756803e-222, 1.294659e-06, 0.000000e+00
270, 9.849339e-01, 1.431688e+04, 3.307087e-06, 4.535590e-150, 2.050769e-06, 1.027604e-297
271, 1.238140e+00, 1.431688e+04, 1.785629e-04, 7.735835e-103, 4.848627e-06, 2.989321e-203
272, 1.613240e+00, 1.431688e+04, 3.908808e-03, 6.879649e-68, 7.685927e-04, 2.364236e-133
273, 1.033455e+00, 1.431688e+04, 2.043309e-05, 2.053565e-138, 2.314680e-06, 2.106566e-274
274, 1.620127e+00, 1.431687e+04, 4.043853e-03, 1.890776e-67, 8.221738e-04, 1.785823e-132
275, 2.419045e+00, 1.431687e+04, 4.326395e-02, 1.098317e-37, 4.072304e-02, 6.025788e-73
276, 1.152518e+00, 1.431687e+04, 2.566546e-04, 1.509421e-115, 6.201280e-06, 1.138096e-228
277, 4.574963e-01, 1.431687e+04, 7.513008e-21, 0.000000e+00, 4.433126e-07, 0.000000e+00
278, 6.286134e-01, 1.431687e+04, 7.469648e-12, 0.000000e+00, 8.412014e-07, 0.000000e+00
279, 2.050000e-01, 1.431687e+04, 6.937176e-91, 0.000000e+00, 8.946090e-08, 0.000000e+00
280, 1.486384e+00, 1.431686e+04, 1.499036e-03, 5.312465e-77, 1.168987e-04, 1.409777e-151
281, 2.130052e-01, 1.431686e+04, 2.248501e-84, 0.000000e+00, 9.658375e-08, 0.000000e+00
282, 1.518230e+00, 1.431686e+04, 1.827021e-03, 1.628873e-74, 1.715710e-04, 1.325356e-146
283, 8.847233e-02, 1.431686e+04, 0.000000e+00, 0.000000e+00, 1.666264e-08, 0.000000e+00
284, 5.523037e-01, 1.431686e+04, 1.101457e-14, 0.000000e+00, 6.493632e-07, 0.000000e+00
285, 1.007222e+00, 1.431686e+04, 7.996022e-06, 1.630867e-144, 2.162854e-06, 1.328604e-286
286, 5.192775e-01, 1.431686e+04, 2.646496e-16, 0.000000e+00, 5.740337e-07, 0.000000e+00
287, 4.744411e-01, 1.431686e+04, 4.685733e-19, 0.000000e+00, 4.791880e-07, 0.000000e+00
288, 5.270867e-01, 1.431686e+04, 6.804614e-16, 0.000000e+00, 5.914370e-07, 0.000000e+00
289, 1.044808e+00, 1.431686e+04, 1.542589e-05, 6.593444e-136, 2.335802e-06, 2.171615e-269
290, 1.101882e+00, 1.431686e+04, 3.722505e-05, 2.058489e-124, 2.653961e-06, 2.116681e-246
291, 2.317063e+00, 1.431685e+04, 3.330046e-02, 5.215244e-40, 2.840045e-02, 1.358649e-77
292, 1.113687e+00, 1.431685e+04, 7.530088e-05, 3.045697e-122, 2.953729e-06, 4.633738e-242
293, 1.283929e-01, 1.431685e+04, 2.060030e-204, 0.000000e+00, 3.578602e-08, 0.000000e+00
294, 1.194855e+00, 1.431685e+04, 1.283509e-04, 6.120468e-109, 3.865233e-06, 1.871231e-215
295, 8.666461e-01, 1.431685e+04, 3.528261e-07, 9.686375e-187, 1.600664e-06, 0.000000e+00
296, 5.851524e-01, 1.431685e+04, 2.893419e-13, 0.000000e+00, 7.296881e-07, 0.000000e+00
297, 2.766503e+00, 1.431685e+04, 6.740866e-02, 2.093624e-31, 7.496313e-02, 2.189554e-60
298, 1.062022e+00, 1.431685e+04, 4.486046e-05, 2.972656e-132, 2.539186e-06, 4.414154e-262
299, 7.035856e-01, 1.431684e+04, 3.380012e-09, 1.941949e-269, 1.070324e-06, 0.000000e+00
300, 8.113590e+00, 1.431684e+04, 1.143940e+00, 6.421951e-09, 6.199893e+00, 2.060118e-15
301, 8.507609e+00, 1.431684e+04, 1.038374e+00, 1.711759e-08, 5.202098e+00, 1.463671e-14
302, 9.372899e+00, 1.431683e+04, 1.207362e+00, 1.075952e-07, 6.685068e+00, 5.782880e-13
303, 1.067958e+01, 1.431682e+04, 1.445516e+00, 9.430713e-07, 9.026572e+00, 4.442702e-11
304, 9.958348e+00, 1.431682e+04, 1.263931e+00, 3.069676e-07, 7.188656e+00, 4.706990e-12
305, 1.064153e+01, 1.431681e+04, 1.502412e+00, 8.925604e-07, 9.667884e+00, 3.979545e-11
306, 6.383253e+00, 1.431680e+04, 5.965772e-01, 1.686614e-11, 2.088011e+00, 1.420986e-20
307, 3.458012e+00, 1.431680e+04, 1.520776e-01, 1.625665e-23, 2.480980e-01, 1.320141e-44
308, 3.777887e+00, 1.431680e+04, 2.051517e-01, 4.605056e-21, 3.923302e-01, 1.059322e-39
309, 2.051744e+00, 1.431680e+04, 2.264538e-02, 1.540662e-47, 1.745205e-02, 1.185695e-92
310, 2.514250e+00, 1.431679e+04, 5.139730e-02, 9.775087e-36, 5.169978e-02, 4.773089e-69
311, 1.950596e+00, 1.431679e+04, 1.702611e-02, 3.767289e-51, 1.215505e-02, 7.089507e-100
312, 2.036129e-01, 1.431679e+04, 2.596217e-85, 0.000000e+00, 8.952090e-08, 0.000000e+00
313, 7.997544e-01, 1.431679e+04, 1.400938e-07, 9.412438e-215, 1.382815e-06, 0.000000e+00
314, 6.493202e-01, 1.431679e+04, 1.506250e-10, 0.000000e+00, 9.098000e-07, 0.000000e+00
315, 8.184006e-01, 1.431679e+04, 3.775812e-07, 2.868929e-206, 1.455957e-06, 0.000000e+00
316, 4.443215e-01, 1.431679e+04, 2.763093e-19, 0.000000e+00, 4.289431e-07, 0.000000e+00
317, 3.923115e-01, 1.431679e+04, 2.077885e-24, 0.000000e+00, 3.334640e-07, 0.000000e+00
318, 1.753545e-01, 1.431679e+04, 3.236710e-111, 0.000000e+00, 6.671289e-08, 0.000000e+00
319, 1.508707e+00, 1.431679e+04, 2.507611e-03, 3.065654e-75, 3.189560e-04, 4.694664e-148
320, 2.013680e+00, 1.431679e+04, 1.946215e-02, 7.690379e-49, 1.432287e-02, 2.954294e-95
321, 3.248821e+00, 1.431679e+04, 1.188312e-01, 1.872914e-25, 1.708818e-01, 1.752242e-48
322, 5.937189e+00, 1.431678e+04, 4.781949e-01, 1.901059e-12, 1.451720e+00, 1.805300e-22
323, 6.181919e+00, 1.431678e+04, 6.352889e-01, 6.588203e-12, 2.337040e+00, 2.168164e-21
324, 6.750891e+00, 1.431677e+04, 6.391727e-01, 7.968028e-11, 2.327884e+00, 3.171465e-19
325, 6.543474e+00, 1.431676e+04, 6.445167e-01, 3.401595e-11, 2.373192e+00, 5.779940e-20
326, 7.558904e+00, 1.431676e+04, 7.808067e-01, 1.332727e-09, 3.226914e+00, 8.872392e-17
327, 8.983032e+00, 1.431675e+04, 1.146920e+00, 4.933417e-08, 6.144484e+00, 1.215777e-13
328, 8.446333e+00, 1.431675e+04, 9.680206e-01, 1.480690e-08, 4.608964e+00, 1.095182e-14
329, 7.588662e+00, 1.431674e+04, 7.506656e-01, 1.459873e-09, 3.013243e+00, 1.064605e-16
330, 5.133828e+00, 1.431674e+04, 3.434637e-01, 1.193183e-14, 8.556624e-01, 7.111683e-27
331, 4.243506e+00, 1.431673e+04, 2.207442e-01, 2.703965e-18, 4.299782e-01, 3.652250e-34
332, 2.343774e+00, 1.431673e+04, 2.771511e-02, 2.261428e-39, 2.179713e-02, 2.554606e-76
333, 1.173542e+00, 1.431673e+04, 7.024719e-05, 3.571120e-112, 3.159321e-06, 6.370406e-222
334, 2.914399e+00, 1.431673e+04, 7.409729e-02, 2.618479e-29, 8.507759e-02, 3.424968e-56
335, 6.399192e-01, 1.431673e+04, 1.155340e-11, 0.000000e+00, 8.696347e-07, 0.000000e+00
336, 2.041097e+00, 1.431672e+04, 1.756735e-02, 6.791422e-48, 1.239714e-02, 2.303985e-93
337, 7.684488e-01, 1.431672e+04, 1.342025e-08, 2.319164e-230, 1.258465e-06, 0.000000e+00
338, 1.360017e+00, 1.431672e+04, 5.759454e-04, 1.685486e-88, 2.049941e-05, 1.419085e-174
339, 1.272942e+00, 1.431672e+04, 3.699641e-04, 2.423965e-98, 1.031112e-05, 2.935018e-194
340, 1.227125e+00, 1.431672e+04, 2.195766e-04, 2.522338e-104, 5.631771e-06, 3.178079e-206
341, 1.960820e+00, 1.431672e+04, 1.635048e-02, 9.247122e-51, 1.148796e-02, 4.271411e-99
342, 8.301577e-01, 1.431672e+04, 2.464349e-07, 3.402553e-201, 1.482567e-06, 0.000000e+00
343, 1.096490e+00, 1.431672e+04, 5.547625e-05, 2.040879e-125, 2.738836e-06, 2.080619e-248
344, 1.291022e+00, 1.431672e+04, 6.066388e-04, 3.822886e-96, 2.198641e-05, 7.300302e-190
345, 1.857330e+00, 1.431672e+04, 1.250180e-02, 5.877826e-55, 7.812422e-03, 1.725805e-107
346, 2.939302e-01, 1.431672e+04, 1.004093e-41, 0.000000e+00, 1.869837e-07, 0.000000e+00
347, 8.282973e-01, 1.431672e+04, 3.712704e-07, 5.551002e-202, 1.484751e-06, 0.000000e+00
348, 1.481040e+00, 1.431672e+04, 2.352646e-03, 1.993684e-77, 2.810778e-04, 1.985505e-152
349, 7.854924e-01, 1.431671e+04, 9.648323e-08, 1.241105e-221, 1.335036e-06, 0.000000e+00
350, 2.170985e+00, 1.431671e+04, 2.946746e-02, 7.551419e-44, 2.453263e-02, 2.848494e-85
351, 6.636466e+00, 1.431671e+04, 6.029598e-01, 5.023361e-11, 2.112397e+00, 1.260512e-19
352, 5.436449e+00, 1.431670e+04, 4.643165e-01, 9.922617e-14, 1.403058e+00, 4.918251e-25
353, 4.330678e+00, 1.431670e+04, 2.516664e-01, 7.415114e-18, 5.302123e-01, 2.746590e-33
354, 5.255336e+00, 1.431670e+04, 4.353951e-01, 2.892847e-14, 1.266960e+00, 4.180317e-26
355, 1.296662e+00, 1.431670e+04, 1.391395e-04, 1.784428e-95, 4.466946e-06, 1.590583e-188
356, 7.015961e-01, 1.431670e+04, 4.705921e-10, 8.762233e-271, 1.045584e-06, 0.000000e+00
357, 9.580858e-01, 1.431670e+04, 2.460438e-06, 3.040766e-157, 1.948296e-06, 4.618746e-312
358, 7.207403e-01, 1.431669e+04, 5.268118e-10, 4.464564e-258, 1.094859e-06, 0.000000e+00
359, 1.461420e+00, 1.431669e+04, 8.832103e-04, 4.759186e-79, 4.345163e-05, 1.131419e-155
360, 9.052397e-01, 1.431669e+04, 8.255407e-07, 3.146289e-173, 1.742527e-06, 0.000000e+00
361, 1.269547e+00, 1.431669e+04, 1.803102e-04, 9.196025e-99, 5.021360e-06, 4.224336e-195
362, 1.212206e+00, 1.431669e+04, 8.183053e-05, 2.073321e-106, 3.421142e-06, 2.147292e-210
363, 1.661568e+00, 1.431669e+04, 2.661302e-03, 6.608510e-65, 3.594887e-04, 2.181551e-127
364, 9.562534e-01, 1.431669e+04, 8.134829e-07, 9.366642e-158, 1.910408e-06, 4.382542e-313
365, 7.555083e-01, 1.431669e+04, 4.374017e-09, 2.268417e-237, 1.208896e-06, 0.000000e+00
366, 2.952650e-01, 1.431669e+04, 1.066181e-46, 0.000000e+00, 1.844921e-07, 0.000000e+00
367, 2.615259e-02, 1.431669e+04, 0.000000e+00, 0.000000e+00, 1.430309e-09, 0.000000e+00
368, 1.545454e+00, 1.431669e+04, 1.237182e-03, 1.708902e-72, 8.142971e-05, 1.458790e-142
369, 1.945763e+00, 1.431669e+04, 8.116824e-03, 2.475436e-51, 3.297767e-03, 3.060987e-100
370, 1.351089e+00, 1.431668e+04, 2.843102e-04, 1.998252e-89, 7.852930e-06, 1.994613e-176
371, 6.281178e-01, 1.431668e+04, 5.705030e-13, 0.000000e+00, 8.248704e-07, 0.000000e+00
372, 1.012282e+00, 1.431668e+04, 2.933747e-06, 2.745548e-143, 2.142689e-06, 3.765444e-284
373, 9.864967e-01, 1.431668e+04, 1.720587e-06, 1.186272e-149, 2.034502e-06, 7.029536e-297
374, 4.700000e-02, 1.431668e+04, 0.000000e+00, 0.000000e+00, 4.617506e-09, 0.000000e+00
375, 8.221821e-01, 1.431668e+04, 1.777293e-08, 1.325799e-204, 1.412952e-06, 0.000000e+00
376, 6.589986e+00, 1.431667e+04, 5.761461e-01, 4.143651e-11, 1.956033e+00, 8.576787e-20
377, 6.024250e+00, 1.431667e+04, 5.524547e-01, 3.002669e-12, 1.849523e+00, 4.503739e-22
378, 4.937729e+00, 1.431666e+04, 3.164253e-01, 2.565602e-15, 7.523549e-01, 3.288036e-28
379, 9.912862e-01, 1.431666e+04, 3.200692e-06, 1.968475e-148, 2.071786e-06, 1.935611e-294
380, 1.900543e+00, 1.431666e+04, 7.459662e-03, 3.967335e-53, 2.786341e-03, 7.862416e-104
381, 3.471620e-01, 1.431666e+04, 4.943328e-35, 0.000000e+00, 2.543202e-07, 0.000000e+00
382, 8.565111e-01, 1.431666e+04, 1.595160e-07, 1.467348e-190, 1.553370e-06, 0.000000e+00
383, 7.233859e-01, 1.431666e+04, 6.768312e-10, 2.155642e-256, 1.104064e-06, 0.000000e+00
384, 7.388253e-01, 1.431666e+04, 2.018095e-09, 6.040954e-247, 1.155602e-06, 0.000000e+00
385, 4.182585e-01, 1.431666e+04, 4.679360e-26, 0.000000e+00, 3.661185e-07, 0.000000e+00
386, 1.105173e+00, 1.431666e+04, 1.841699e-05, 8.682750e-124, 2.580137e-06, 3.765935e-245
387, 1.514593e+00, 1.431666e+04, 1.254621e-03, 8.782475e-75, 8.343281e-05, 3.852938e-147
388, 2.003391e+00, 1.431665e+04, 1.215856e-02, 3.358115e-49, 7.390675e-03, 5.633125e-96
389, 8.800725e-01, 1.431665e+04, 3.273416e-07, 7.876606e-182, 1.640940e-06, 0.000000e+00
390, 1.129238e+00, 1.431665e+04, 4.835414e-05, 1.808112e-119, 2.825152e-06, 1.633085e-236
391, 2.680718e-01, 1.431665e+04, 2.758802e-60, 0.000000e+00, 1.500679e-07, 0.000000e+00
392, 4.781563e-01, 1.431665e+04, 3.302755e-20, 0.000000e+00, 4.799913e-07, 0.000000e+00
393, 1.535288e+00, 1.431665e+04, 1.317916e-03, 3.117177e-73, 9.167723e-05, 4.853792e-144
394, 1.258325e+00, 1.431665e+04, 1.345319e-04, 3.518643e-100, 4.227415e-06, 6.184558e-198
395, 1.470753e+00, 1.431665e+04, 8.570343e-04, 2.877958e-78, 4.121094e-05, 4.137396e-154
396, 6.141271e-01, 1.431665e+04, 3.389474e-13, 0.000000e+00, 7.915754e-07, 0.000000e+00
397, 2.329632e+00, 1.431664e+04, 2.534986e-02, 1.053612e-39, 1.927668e-02, 5.545226e-77
398, 7.549134e-01, 1.431664e+04, 1.762104e-09, 1.074026e-237, 1.196009e-06, 0.000000e+00
399, 4.575424e-01, 1.431664e+04, 7.821033e-22, 0.000000e+00, 4.393315e-07, 0.000000e+00
400, 2.308741e+00, 1.431664e+04, 2.421076e-02, 3.312643e-40, 1.814979e-02, 5.481600e-78
401, 1.862910e+00, 1.431664e+04, 7.853331e-03, 1.032907e-54, 3.086398e-03, 5.329427e-107
402, 3.105372e+00, 1.431663e+04, 1.094962e-01, 5.633893e-27, 1.522610e-01, 1.585534e-51
403, 2.545602e+00, 1.431663e+04, 7.541971e-02, 3.917653e-35, 9.134840e-02, 7.666729e-68
404, 5.236477e-01, 1.431663e+04, 5.284625e-14, 0.000000e+00, 6.000980e-07, 0.000000e+00
405, 6.909470e-01, 1.431663e+04, 2.205003e-08, 2.708485e-278, 1.059664e-06, 0.000000e+00
406, 3.958072e+00, 1.431662e+04, 2.016537e-01, 6.788887e-20, 3.772194e-01, 2.302265e-37
407, 1.341192e+00, 1.431662e+04, 2.074314e-04, 1.798679e-90, 5.888889e-06, 1.616090e-178
408, 2.276010e+00, 1.431662e+04, 3.748756e-02, 5.111042e-41, 3.389294e-02, 1.304900e-79
409, 1.668171e-01, 1.431662e+04, 3.343805e-128, 0.000000e+00, 5.987276e-08, 0.000000e+00
410, 1.132940e+00, 1.431662e+04, 3.774917e-05, 7.957678e-119, 2.780640e-06, 3.163231e-235
411, 1.119455e+00, 1.431661e+04, 1.553380e-05, 3.436828e-121, 2.623092e-06, 5.900296e-240
412, 9.011482e-01, 1.431661e+04, 2.815194e-07, 1.424923e-174, 1.703950e-06, 0.000000e+00
413, 6.968371e-01, 1.431661e+04, 1.146608e-09, 4.329063e-274, 1.042230e-06, 0.000000e+00
414, 3.409770e-01, 1.431661e+04, 1.177354e-39, 0.000000e+00, 2.412305e-07, 0.000000e+00
415, 1.384424e-01, 1.431661e+04, 8.532169e-219, 0.000000e+00, 4.001361e-08, 0.000000e+00
416, 1.629749e+00, 1.431661e+04, 2.381017e-03, 7.781667e-67, 2.886577e-04, 3.024847e-131
417, 4.725741e-01, 1.431661e+04, 6.664584e-20, 0.000000e+00, 4.720486e-07, 0.000000e+00
418, 3.654744e-01, 1.431661e+04, 1.453089e-31, 0.000000e+00, 2.823228e-07, 0.000000e+00
419, 5.166227e-01, 1.431661e+04, 4.722013e-17, 0.000000e+00, 5.641120e-07, 0.000000e+00
420, 2.403861e+00, 1.431661e+04, 3.312920e-02, 5.205951e-38, 2.777125e-02, 1.353812e-73
421, 8.185113e-01, 1.431661e+04, 4.131269e-08, 3.370148e-206, 1.415860e-06, 0.000000e+00
422, 5.755021e-01, 1.431660e+04, 3.357386e-14, 0.000000e+00, 6.999029e-07, 0.000000e+00
423, 5.522138e+00, 1.431659e+04, 5.192277e-01, 1.722904e-13, 1.689721e+00, 1.482792e-24
424, 1.042439e+00, 1.431659e+04, 1.697123e-05, 2.102028e-136, 2.333221e-06, 2.207167e-270
425, 3.479937e+00, 1.431659e+04, 1.272621e-01, 2.510787e-23, 1.866854e-01, 3.149038e-44
426, 2.869320e+00, 1.431659e+04, 9.640136e-02, 6.473760e-30, 1.279514e-01, 2.093492e-57
427, 2.919886e+00, 1.431658e+04, 9.105229e-02, 3.109919e-29, 1.165373e-01, 4.831215e-56
428, 3.861940e+00, 1.431658e+04, 1.838277e-01, 1.685102e-20, 3.267505e-01, 1.418438e-38
429, 1.079680e+00, 1.431658e+04, 8.681149e-06, 1.169473e-128, 2.434904e-06, 6.831857e-255
430, 1.443107e+00, 1.431657e+04, 1.312523e-03, 1.295047e-80, 9.046753e-05, 8.377789e-159
431, 1.657206e+00, 1.431657e+04, 1.799304e-03, 3.676561e-65, 1.673341e-04, 6.752144e-128
432, 5.125622e-01, 1.431657e+04, 2.757760e-16, 0.000000e+00, 5.618604e-07, 0.000000e+00
433, 5.671065e-01, 1.431657e+04, 3.300008e-13, 0.000000e+00, 6.932077e-07, 0.000000e+00
434, 5.989530e-02, 1.431657e+04, 0.000000e+00, 0.000000e+00, 7.528480e-09, 0.000000e+00
435, 5.658554e-01, 1.431657e+04, 9.444067e-15, 0.000000e+00, 6.754900e-07, 0.000000e+00
436, 1.508837e+00, 1.431657e+04, 1.564422e-03, 3.203083e-75, 1.270297e-04, 5.125008e-148
437, 9.241951e-01, 1.431657e+04, 1.772904e-06, 3.528571e-167, 1.824358e-06, 0.000000e+00
438, 4.159744e+00, 1.431656e+04, 2.134555e-01, 9.809238e-19, 4.088989e-01, 4.806498e-35
439, 5.916710e+00, 1.431655e+04, 5.463857e-01, 1.709397e-12, 1.820560e+00, 1.459634e-22
440, 6.595463e+00, 1.431655e+04, 5.604139e-01, 4.246079e-11, 1.866233e+00, 9.006049e-20
441, 6.967995e+00, 1.431654e+04, 7.411498e-01, 1.831226e-10, 2.985870e+00, 1.675105e-18
442, 7.394796e+00, 1.431653e+04, 8.006884e-01, 7.973207e-10, 3.380598e+00, 3.175589e-17
443, 7.801684e+00, 1.431651e+04, 8.724488e-01, 2.742617e-09, 3.890873e+00, 3.757410e-16
444, 6.803353e+00, 1.431650e+04, 6.959016e-01, 9.821520e-11, 2.689488e+00, 4.818541e-19
445, 7.753975e+00, 1.431648e+04, 8.369558e-01, 2.391333e-09, 3.624127e+00, 2.856528e-16
446, 1.082336e+01, 1.431646e+04, 1.558518e+00, 1.160220e-06, 1.029232e+01, 6.724179e-11
447, 1.177854e+01, 1.431644e+04, 1.774317e+00, 3.953407e-06, 1.282418e+01, 7.807306e-10
448, 1.033826e+01, 1.431642e+04, 1.514150e+00, 5.677742e-07, 9.834932e+00, 1.610310e-11
449, 6.569570e+00, 1.431641e+04, 6.685511e-01, 3.815297e-11, 2.524895e+00, 7.271347e-20
450, 4.339494e+00, 1.431641e+04, 2.639591e-01, 8.237750e-18, 5.731150e-01, 3.389811e-33
451, 1.875699e+00, 1.431641e+04, 1.113046e-02, 3.707571e-54, 6.193904e-03, 6.866526e-106
452, 3.002936e+00, 1.431640e+04, 9.287237e-02, 3.556281e-28, 1.191399e-01, 6.317573e-54
453, 6.096417e-01, 1.431640e+04, 1.174512e-11, 0.000000e+00, 8.021917e-07, 0.000000e+00
454, 1.972274e+00, 1.431640e+04, 1.836504e-02, 2.527979e-50, 1.337633e-02, 3.192310e-98
455, 6.259023e-01, 1.431640e+04, 3.532720e-11, 0.000000e+00, 8.454230e-07, 0.000000e+00
456, 1.062410e+00, 1.431640e+04, 4.729765e-05, 3.854339e-132, 2.554859e-06, 7.420924e-262
457, 7.431768e-01, 1.431640e+04, 1.574186e-08, 2.374966e-244, 1.192023e-06, 0.000000e+00
458, 5.796770e-01, 1.431640e+04, 1.155668e-12, 0.000000e+00, 7.252396e-07, 0.000000e+00
459, 1.695114e+00, 1.431640e+04, 6.375735e-03, 5.752011e-63, 2.036111e-03, 1.652713e-123
460, 5.376531e-01, 1.431640e+04, 7.047498e-14, 0.000000e+00, 6.281980e-07, 0.000000e+00
461, 1.534150e+00, 1.431640e+04, 2.915581e-03, 2.631476e-73, 4.295683e-04, 3.459051e-144
462, 1.606057e+00, 1.431639e+04, 5.292557e-03, 2.465630e-68, 1.404395e-03, 3.036785e-134
463, 1.141877e+00, 1.431639e+04, 1.146490e-04, 2.746331e-117, 3.468171e-06, 3.767593e-232
464, 2.000901e+00, 1.431639e+04, 1.989550e-02, 2.781526e-49, 1.479884e-02, 3.864777e-96
465, 1.519899e+00, 1.431639e+04, 1.179653e-03, 2.275964e-74, 7.433762e-05, 2.587551e-146
466, 7.295873e-01, 1.431639e+04, 5.101874e-10, 1.723536e-252, 1.117000e-06, 0.000000e+00
467, 1.499372e+00, 1.431639e+04, 1.030315e-03, 5.978234e-76, 5.772020e-05, 1.785270e-149
468, 7.810654e+00, 1.431638e+04, 8.961057e-01, 2.817694e-09, 4.075113e+00, 3.965938e-16
469, 8.047840e+00, 1.431636e+04, 8.655381e-01, 5.421764e-09, 3.820541e+00, 1.468383e-15
470, 7.570425e+00, 1.431634e+04, 7.497535e-01, 1.386543e-09, 3.007667e+00, 9.603403e-17
471, 6.016929e+00, 1.431633e+04, 4.637418e-01, 2.904662e-12, 1.374840e+00, 4.214533e-22
472, 6.300444e+00, 1.431632e+04, 5.497623e-01, 1.162431e-11, 1.820272e+00, 6.749831e-21
473, 7.214678e+00, 1.431631e+04, 7.043926e-01, 4.400073e-10, 2.721218e+00, 9.671147e-18
474, 6.108387e+00, 1.431630e+04, 5.603596e-01, 4.619535e-12, 1.890288e+00, 1.065994e-21
475, 3.257940e+00, 1.431630e+04, 1.142038e-01, 2.344195e-25, 1.604165e-01, 2.745021e-48
476, 2.253716e+00, 1.431630e+04, 2.758597e-02, 1.394504e-41, 2.201419e-02, 9.713991e-81
477, 1.051596e+00, 1.431630e+04, 2.259439e-05, 2.097881e-134, 2.391878e-06, 2.198467e-266
478, 6.101384e-01, 1.431630e+04, 6.919068e-12, 0.000000e+00, 8.000467e-07, 0.000000e+00
479, 9.248320e-01, 1.431629e+04, 4.505552e-06, 5.881399e-167, 1.854736e-06, 0.000000e+00
480, 1.491672e+00, 1.431629e+04, 1.997233e-03, 1.486558e-76, 2.039680e-04, 1.103880e-150
481, 1.074470e+00, 1.431629e+04, 5.276039e-05, 1.124517e-129, 2.634581e-06, 6.316700e-257
482, 1.074952e+00, 1.431629e+04, 4.832679e-05, 1.404875e-129, 2.609501e-06, 9.859020e-257
483, 1.391955e+00, 1.431629e+04, 1.238694e-03, 2.697688e-85, 8.080435e-05, 3.635312e-168
484, 1.117919e+00, 1.431629e+04, 8.638075e-05, 1.920805e-121, 3.068614e-06, 1.842997e-240
485, 3.776090e-01, 1.431629e+04, 1.405137e-26, 0.000000e+00, 3.079336e-07, 0.000000e+00
486, 1.887765e-01, 1.431629e+04, 5.414011e-95, 0.000000e+00, 7.750190e-08, 0.000000e+00
487, 4.934456e-01, 1.431629e+04, 6.605239e-16, 0.000000e+00, 5.301031e-07, 0.000000e+00
488, 1.409611e+00, 1.431628e+04, 1.553508e-03, 1.273650e-83, 1.248209e-04, 8.103240e-165
489, 1.216144e+00, 1.431628e+04, 9.089175e-05, 7.912637e-106, 3.523100e-06, 3.127524e-209
490, 1.630898e+00, 1.431628e+04, 3.041215e-03, 9.430683e-67, 4.674793e-04, 4.442674e-131
491, 1.881898e-01, 1.431628e+04, 1.645014e-104, 0.000000e+00, 7.576569e-08, 0.000000e+00
492, 6.251859e-01, 1.431628e+04, 1.120299e-11, 0.000000e+00, 8.361247e-07, 0.000000e+00
493, 2.023810e+00, 1.431628e+04, 1.664447e-02, 1.787026e-48, 1.157887e-02, 1.595218e-94
494, 1.949901e+00, 1.431628e+04, 1.337698e-02, 3.661513e-51, 8.846398e-03, 6.696987e-100
495, 7.120700e+00, 1.431627e+04, 6.962958e-01, 3.181077e-10, 2.673031e+00, 5.054831e-18
496, 7.708884e+00, 1.431625e+04, 7.707072e-01, 2.101450e-09, 3.145553e+00, 2.205953e-16
